Name,Age,Nationality,Potential,Club,International Reputation,Weak Foot,Skill Moves,Body_Type,Attacking_Work_Rate,Defensive_Work_Rate,CB,CDM,CF,CM,GK,LAM,LB,LCB,LCM,LDM,LF,LM,LS,LW,LWB,RAM,RB,RCB,RCM,RDM,RES,RF,RM,RS,RW,RWB,ST,SUB,BMI,Age_Group,Value_to_Potential
I. Cechi,20,66.84351713859911,71,64.57984599915395,1.0,3.0,3.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21.847008520333322,2,10211.267605633802
N. Ünüvar,19,64.91292875989446,85,69.63059321244518,1.0,3.0,4.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21.258503401360546,2,30588.235294117647
C. Wright,22,61.01479046836483,75,70.31660132678162,1.0,3.0,3.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21.736505252988767,0,25333.333333333332
19 R. van Persie,34,64.91292875989446,78,67.89795139629754,3.0,3.0,4.0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.303697560696612,1,70512.82051282052
M. Rivas,23,62.46376811594901,64,61.985702964295804,1.0,2.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24.049343594386603,0,4687.5
F. Piasecki,27,59.81679389323986,68,63.593046722446786,1.0,3.0,3.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.25690831309978,0,17647.058823529413
22 Yi Xianlong,20,52.237735849311704,60,60.471079814490466,1.0,1.0,2.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23.25501863821347,2,2166.6666666666665
22 N. García,20,64.93636363636358,68,62.22691218510893,1.0,3.0,2.0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23.03875236294896,2,8088.235294117647
Coutinho,30,70.6844547563805,82,70.24887687689483,4.0,4.0,5.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.985397512168742,0,359756.0975609756
22 Y. Dülger,24,62.149019607919676,61,62.97890341255086,1.0,3.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.408786769347305,0,4918.0327868852455
C. Ravych,19,63.676616911317716,75,64.01436170212766,1.0,3.0,2.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20.303697560696612,2,7333.333333333333
R. Salin,37,66.25481481481482,70,67.57401359931814,1.0,2.0,1.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21.27600011197895,1,2571.4285714285716
K. Dag,19,62.149019607919676,72,61.52005748441809,1.0,3.0,2.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.54595907041276,2,5555.555555555556
H. Barcos,38,66.84351713859911,71,63.45133020558811,2.0,5.0,3.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.023048986244955,1,9154.929577464789
20 J. Cottam,18,61.01479046836483,65,60.49870360229393,1.0,3.0,1.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24.074074074074073,2,923.0769230769231
T. Coulibaly,21,66.25481481481482,80,67.71838420538481,1.0,3.0,4.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.671253629592222,2,38750.0
J. N'Guessan,19,65.76345303954568,70,63.508345671695835,1.0,2.0,3.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25.53544639152223,2,7500.0
22 M. Haygarth,19,61.01479046836483,71,65.64992997357774,1.0,4.0,3.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20.66115702479339,2,5633.802816901409
22 M. Polterkamp,25,63.3562945368171,63,61.113156127497845,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.54595907041276,0,4761.9047619047615
A. Christensen,26,62.14942553942687,86,75.3102442472674,2.0,3.0,2.0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.917609778180175,0,436046.511627907
S. Ngoma,16,60.60498220641852,79,62.073772612232176,1.0,3.0,2.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.671253629592222,2,5696.202531645569
O. Ndah,24,68.00821291965507,78,64.78182234578769,1.0,3.0,2.0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.1606648199446,0,42307.692307692305
07 Velasco,29,67.33545108005083,74,68.58479375037155,3.0,3.0,1.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23.40750912892856,0,0.0
R. Healey,27,61.01479046836483,74,65.29728382426816,1.0,3.0,3.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22.22222222222222,0,48648.64864864865
A. Golovin,26,65.6407826390537,80,70.657849320808,3.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.296296296296294,0,256250.0
22 A. Sporrong,21,59.94615384628343,67,61.28670247547085,1.0,3.0,2.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.902385858042937,2,6716.417910447762
L. Robinson,20,61.40113024391227,72,58.911282116402006,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.243801652892564,2,7986.111111111111
22 Fang Xinfeng,21,52.237735849311704,57,60.87937141966283,1.0,2.0,2.0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.11584222166233,2,1754.3859649122808
V. Coufal,29,69.67188274022317,80,68.77955175978359,1.0,3.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.816326530612244,0,231250.0
22 I. Kaczmarski,17,59.81679389323986,79,66.02394568477573,1.0,3.0,3.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21.798202394816204,2,7594.93670886076
22 C. Torres,21,63.24892703869952,66,63.06828836758784,1.0,2.0,1.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.76543209876543,2,6060.606060606061
22 A. Bedoya,25,63.19097222222265,67,63.673842717566274,1.0,3.0,2.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.719609250647608,0,10447.76119402985
22 T. Sharman-Lowe,18,61.01479046836483,72,72.86213207803605,1.0,3.0,1.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.395789591556788,2,2916.6666666666665
19 O. Kucher,35,68.093975364973,73,63.6371356670923,1.0,3.0,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.743383742911153,1,13013.698630136987
21 V. Motroc,21,58.657777783679684,68,59.21552920455096,1.0,2.0,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.877405702193368,2,6985.294117647059
G. McConnell,17,61.01479046836483,68,61.31359661760784,1.0,4.0,3.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23.722810651876106,2,3088.235294117647
Yan Junling,31,52.237735849311704,73,60.96460344393057,1.0,1.0,1.0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.75156931005181,1,21917.80821917808
22 S. Vergara,32,63.01687763726706,63,62.19578267850934,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27.458654210326976,1,4761.9047619047615
C. Johnson,17,61.01479046836483,67,62.776296182603225,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.530864197530864,2,3134.3283582089553
Tan Chun Lok,26,63.26873537152916,60,59.4603332289418,1.0,3.0,3.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24.111507464658473,0,4166.666666666667
22 G. Bokake,19,63.3562945368171,68,64.15486284738529,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.34029706557179,2,5147.058823529412
J. Le Cardinal,24,66.25481481481482,73,62.93313355715067,1.0,2.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22.03840115928028,0,23287.671232876713
Bruno Varela,27,68.82156133820642,76,65.173908441317,1.0,2.0,1.0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.12214577451276,0,51315.78947368421
21 D. Cabrera,22,63.24892703869952,63,63.270458218711,1.0,3.0,2.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21.872422819032593,0,5158.730158730159
22 S. Øverby,22,60.14644351564082,62,61.28670247547085,1.0,3.0,2.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19.97440779001904,0,3709.6774193548385
22 Y. Gil,20,62.46376811594901,70,62.34623554339369,1.0,2.0,1.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.093170054286073,2,6785.714285714285
22 A. Turan,34,62.149019607919676,69,68.39654024267571,3.0,4.0,3.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26.173832551310287,1,9420.289855072464
R. Aguiar,21,61.01479046836483,69,60.16355406381133,1.0,3.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21.32943754565376,2,7246.376811594203
M. Ocampo,20,64.93636363636358,76,61.88531663218549,1.0,3.0,2.0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20.061728395061728,2,21052.63157894737
J. Herrera,19,66.84351713859911,71,64.33936170212766,1.0,4.0,3.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.985397512168742,2,11971.830985915492
H. Kane,28,61.01479046836483,89,71.5893768372948,4.0,5.0,3.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25.18107741059303,0,1185393.2584269664
22 F. Torres,22,66.84351713859911,71,63.885465665154115,1.0,2.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20.598608033457133,0,9859.154929577464
E. Bonds,22,62.64317837575663,69,61.33875703334288,1.0,4.0,2.0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.937075599818925,0,10144.927536231884
S. Becker,27,64.49081919443798,77,67.84170637974609,1.0,2.0,3.0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.76543209876543,0,116883.11688311688
22 S. Pearson,19,60.63930181032972,73,64.10856700861254,1.0,3.0,2.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23.030045351473927,2,6506.8493150684935
22 Yu Dong Gyu,26,55.45909092541449,57,60.89410905312707,1.0,3.0,3.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.587833094227893,0,2982.4561403508774
A. Kokorin,31,65.6407826390537,72,68.8740705599021,2.0,3.0,4.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24.515595463137995,1,27777.777777777777
J. Gale,20,61.01479046836483,67,60.6934528831833,1.0,3.0,3.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.51519097222222,2,4477.611940298508
G. Pezzella,24,67.14691943127963,77,65.94465084200351,1.0,3.0,3.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.163373273470786,0,84415.58441558441
22 W. Sutton,18,61.01479046836483,70,59.373654309480884,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21.36686914318855,2,6428.571428571428
L. Abanda,22,66.25481481481482,69,61.42083149922948,1.0,2.0,2.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22.839506172839506,0,11231.884057971014
A. Thurgate,22,58.53216508417798,72,61.34625536619665,1.0,3.0,3.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22.093170054286073,0,19444.444444444445
M. Andersen,23,62.14942553942687,77,65.55812569239525,1.0,3.0,3.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.897959183673468,0,37662.33766233766
I. Radu,25,58.657777783679684,77,65.37037503458633,1.0,2.0,1.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.068809416025353,0,55844.155844155845
R. Raveloson,25,64.09255011864136,71,64.00427968725556,1.0,3.0,3.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.03840115928028,0,19718.309859154928
22 S. Yendis,22,62.46376811594901,70,63.17693169470323,1.0,2.0,3.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.79032897344431,0,15714.285714285714
N. Katterbach,21,63.3562945368171,79,64.12485382321461,1.0,2.0,2.0,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.456790123456788,2,43037.9746835443
E. Bilgin,18,62.149019607919676,75,66.86937165566542,1.0,2.0,1.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24.049343594386603,2,10666.666666666666
22 P. Mensah,21,66.08789168660488,64,61.49905284045178,1.0,3.0,2.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.724403484408533,2,5078.125
A. Farouk,18,63.3562945368171,68,62.451674746585,1.0,4.0,2.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.839506172839506,2,6985.294117647059
J. Davis,20,60.60498220641852,66,62.34954708787642,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21.461936624163616,2,1818.1818181818182
22 M. Brasil,22,64.93636363636358,73,62.22691218510893,1.0,2.0,2.0,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22222222222222,0,11301.369863013699
P. Minissale,21,66.84351713859911,72,64.33936170212766,1.0,3.0,2.0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.47120876377142,2,16666.666666666668
22 B. Iglesias,18,61.02175681842703,68,63.176572986237495,1.0,3.0,2.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.229061933586404,2,4411.764705882353
F. Coquelin,31,66.25481481481482,80,69.9357158211788,2.0,4.0,3.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.889462809917354,1,218750.0
20 B. Lockett,18,61.01479046836483,67,59.873676217397794,1.0,3.0,2.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23.889462809917354,2,1194.0298507462687
T. Odusina,22,61.01479046836483,70,61.85142413133005,1.0,2.0,2.0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.389756041160826,0,12857.142857142857
A. Webster,27,61.01479046836483,79,68.07044501657946,1.0,4.0,2.0,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.558646966914285,0,107594.93670886075
R. Ríos Novo,20,66.84351713859911,69,63.270458218711,1.0,2.0,1.0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.093170054286073,2,5434.782608695652
22 D. Pereira,25,64.93636363636358,64,63.24452515427275,1.0,3.0,4.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.66230766829999,0,8984.375
22 R. Champang,27,63.19097222222265,63,63.135062405243744,1.0,2.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21.461936624163616,0,8333.333333333334
21 M. Di Rosa,21,60.60498220641852,65,63.62804936861099,1.0,2.0,2.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.724403484408533,2,4230.7692307692305
R. De Reuck,26,64.09662648237592,73,64.42545520538775,1.0,2.0,2.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21.798202394816204,0,21917.80821917808
W. Khazri,31,64.7988920103793,75,67.21807340046229,2.0,4.0,4.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26.47210743801653,1,64000.0
20 C. Loufilou,19,64.47734277898016,67,63.9223284048968,1.0,3.0,2.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.1107527844964,2,1492.5373134328358
J. Rodríguez,25,63.19097222222265,68,61.6397372533865,1.0,3.0,3.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.711844630960897,0,11029.411764705883
Isco,30,67.33545108005083,82,70.8116824477389,3.0,3.0,4.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.50361570247934,0,359756.0975609756
R. Gauld,26,61.40113024391227,76,63.064361702127655,1.0,3.0,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.707923392038097,0,85526.31578947368
R. Al Hajj,20,59.94615384628343,76,63.753459474825846,1.0,2.0,3.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.148148148148145,2,18421.052631578947
22 R. McIntosh,22,62.46376811594901,69,62.34623554339369,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24.158817968558527,0,11231.884057971014
22 A. Cutti,20,64.93636363636358,67,62.22691218510893,1.0,2.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.647376960519203,2,6716.417910447762
22 L. Rodríguez,22,64.93636363636358,63,62.22691218510893,1.0,2.0,2.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23.59700420642249,0,4365.079365079365
T. Dele-Bashiru,22,68.00821291965507,74,67.20380525284023,1.0,3.0,3.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21.461936624163616,0,28378.37837837838
K. Lewis-Potter,21,61.01479046836483,80,65.64992997357774,1.0,4.0,3.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.18339100346021,2,52500.0
B. Cabango,22,60.63930181032972,80,62.785062359906846,1.0,2.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22.917609778180175,0,41250.0
Oriol Busquets,23,67.33545108005083,71,64.1547718147134,1.0,3.0,2.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22.498173849525198,0,16901.408450704224
21 Reko Silva,21,68.82156133820642,71,64.67384021098255,1.0,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21.877551020408163,2,10211.267605633802
M. Viltard,19,66.25481481481482,68,62.201934852180116,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21.952479338842977,2,4411.764705882353
T. Castro,21,66.84351713859911,72,63.45489059741336,1.0,3.0,3.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23.413111342351716,2,7638.888888888889
Ž. Kolmanič,22,66.72958542510514,71,63.64884138293244,1.0,3.0,2.0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.777553339224845,0,14084.507042253521
21 F. Chaouat,24,64.7988920103793,71,61.57456097421141,1.0,4.0,2.0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22.498173849525198,0,16901.408450704224
M. Jeahze,25,62.961069073313396,74,62.36643985913922,1.0,2.0,2.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20.286507911738084,0,28378.37837837838
19 M. Richards,30,61.01479046836483,68,70.24887687689483,2.0,3.0,2.0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25.61728395061728,0,9926.470588235294
Cao Xiaoyi,19,52.237735849311704,66,58.604574379666005,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.781212841854934,2,1969.6969696969697
D. Okereke,24,68.00821291965507,78,65.37037503458633,1.0,4.0,3.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24.114038033027075,0,47435.89743589744
21 A. Bonansea,24,66.84351713859911,67,63.80487672239932,1.0,3.0,2.0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.299799895836188,0,10447.76119402985
22 Hwang Myung Hyun,19,55.45909092541449,59,60.47094043747501,1.0,3.0,2.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23.545706371191137,2,1525.4237288135594
22 A. Donnelly,18,59.30483883613983,69,65.97587962744205,1.0,2.0,2.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.724403484408533,2,2753.623188405797
22 J. Reckert,24,63.3562945368171,64,61.82988445945021,1.0,3.0,1.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26.029877772747852,0,3906.25
João Silva,23,68.82156133820642,68,63.192522032387174,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21.447567845806283,0,8455.882352941177
M. Darmian,32,67.14691943127963,80,73.91566019225063,2.0,5.0,3.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21.132713440405748,1,181250.0
21 N. Milinceanu,27,63.60907266123656,61,61.56371067758986,1.0,4.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.67573696145125,0,5737.704918032787
G. Loayza,20,63.24892703869952,67,63.527721283639096,1.0,3.0,3.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.647376960519203,2,7462.686567164179
M. Juwara,20,63.370428036404185,78,66.48936170212765,1.0,3.0,3.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.49134948096886,2,29487.17948717949
22 R. Matsui,21,62.05960264900737,64,63.602967347368015,1.0,3.0,2.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23.04002019946976,2,4687.5
